stock_id,stock_name,shares,weight,amount
2330,台積電,4873000.0,9.51,8820130000.0
2383,台光電,2558000.0,7.4,6868230000.0
2308,台達電,4339000.0,6.62,6139685000.0
3017,奇鋐,2976000.0,6.24,5788320000.0
3653,健策,1378000.0,5.87,5443100000.0
2368,金像電,5841000.0,5.59,5186808000.0
6223,旺矽,1384000.0,5.47,5079280000.0
2345,智邦,3219000.0,5.33,4941165000.0
3665,貿聯-KY,2678848.0,4.99,4634407040.0
3037,欣興,7410000.0,3.67,3408600000.0
5274,信驊,258000.0,3.03,2814780000.0
2327,國巨*,10803000.0,2.92,2706151500.0
8046,南電,4956000.0,2.62,2433396000.0
6515,穎崴,268000.0,2.37,2194920000.0
2449,京元電子,7082000.0,2.13,1972337000.0
6510,精測,591000.0,2.04,1891200000.0
3661,世芯-KY,531000.0,1.78,1651410000.0
3711,日月光投控,4259000.0,1.53,1416117500.0
8210,勤誠,1622000.0,1.52,1407896000.0
6805,富世達,682000.0,1.35,1251470000.0
1303,南亞,15337000.0,1.2,1108865100.0
6139,亞翔,1724000.0,1.17,1089568000.0
3189,景碩,2657000.0,0.92,851568500.0
2454,聯發科,487000.0,0.85,788940000.0
6488,環球晶,1701000.0,0.79,733981500.0
3443,創意,265000.0,0.72,663825000.0
2404,漢唐,574000.0,0.58,536690000.0
3211,順達,1596000.0,0.54,504336000.0
6274,台燿,845000.0,0.49,457145000.0
5347,世界,3849000.0,0.47,434937000.0
8358,金居,1865000.0,0.45,413097500.0
4979,華星光,1037000.0,0.43,401319000.0
1326,台化,8828000.0,0.41,379604000.0
6191,精成科,3400000.0,0.33,310420000.0
3376,新日興,1426000.0,0.33,305877000.0
2408,南亞科,1306000.0,0.3,282749000.0
6669,緯穎,74000.0,0.3,275650000.0
3264,欣銓,1790000.0,0.28,260445000.0
8996,高力,335000.0,0.28,258620000.0
3533,嘉澤,115000.0,0.24,224825000.0
3324,雙鴻,159000.0,0.17,159795000.0
1319,東陽,1502000.0,0.13,123464400.0
2002,中鋼,4927000.0,0.1,94598400.0
3217,優群,356000.0,0.06,55002000.0
3008,大立光,8000.0,0.02,17920000.0
2357,華碩,6000.0,0.0,3390000.0
1815,富喬,3000.0,0.0,296400.0
2439,美律,6000.0,0.0,507600.0
3045,台灣大,6000.0,0.0,657000.0
5536,聖暉*,5000.0,0.0,3750000.0
2313,華通,5000.0,0.0,1047500.0
3583,辛耘,6000.0,0.0,2712000.0
