stock_id,stock_name,shares,weight,amount
2330,台積電,3895000.0,9.28,7556300000.0
2308,台達電,4289000.0,7.38,6004600000.0
2383,台光電,2412000.0,7.26,5909400000.0
2368,金像電,5580000.0,6.16,5010840000.0
3017,奇鋐,2552000.0,5.83,4746720000.0
6223,旺矽,1346000.0,5.43,4421610000.0
3653,健策,1247000.0,5.34,4345795000.0
2345,智邦,2892000.0,5.28,4294620000.0
3665,貿聯-KY,2223848.0,4.52,3680468440.0
6669,緯穎,797000.0,4.1,3339430000.0
3037,欣興,5952000.0,3.41,2773632000.0
2327,國巨*,8426000.0,2.74,2228677000.0
8046,南電,4559000.0,2.64,2145009500.0
6805,富世達,1124000.0,2.58,2096260000.0
5274,信驊,204000.0,2.52,2051220000.0
3661,世芯-KY,588000.0,2.43,1978620000.0
6510,精測,521000.0,2.4,1953750000.0
2449,京元電子,5885000.0,2.21,1800810000.0
8210,勤誠,1856000.0,2.04,1659264000.0
3711,日月光投控,4257000.0,1.81,1470793500.0
6515,穎崴,248000.0,1.8,1463200000.0
6139,亞翔,1694000.0,1.11,901208000.0
2454,聯發科,485000.0,1.05,856025000.0
6488,環球晶,1699000.0,0.99,801928000.0
6274,台燿,1462000.0,0.88,714187000.0
2404,漢唐,572000.0,0.76,620620000.0
3211,順達,1575000.0,0.61,492975000.0
4979,華星光,1219000.0,0.57,467486500.0
8358,金居,1864000.0,0.52,420332000.0
1802,台玻,5996000.0,0.42,342971200.0
6191,精成科,3398000.0,0.41,333004000.0
3264,欣銓,1788000.0,0.34,275352000.0
3376,新日興,1425000.0,0.34,278587500.0
1303,南亞,3184000.0,0.32,262361600.0
3533,嘉澤,99000.0,0.21,167310000.0
3324,雙鴻,157000.0,0.2,161710000.0
1319,東陽,1500000.0,0.16,133950000.0
2002,中鋼,4925000.0,0.12,96037500.0
3217,優群,354000.0,0.07,55932000.0
3008,大立光,6000.0,0.02,14340000.0
2059,川湖,3000.0,0.01,10065000.0
2357,華碩,4000.0,0.0,2336000.0
8996,高力,1000.0,0.0,834000.0
1815,富喬,2000.0,0.0,211000.0
2439,美律,4000.0,0.0,327200.0
1326,台化,3000.0,0.0,132000.0
8299,群聯,1000.0,0.0,1890000.0
3045,台灣大,4000.0,0.0,424000.0
5536,聖暉*,3000.0,0.0,2091000.0
2313,華通,3000.0,0.0,612000.0
3583,辛耘,4000.0,0.0,1486000.0
