stock_id,stock_name,shares,weight,amount
2330,台積電,4873000.0,9.24,8990685000.0
2383,台光電,2636000.0,7.71,7499420000.0
2308,台達電,4339000.0,6.92,6725450000.0
3017,奇鋐,2976000.0,6.43,6249600000.0
2345,智邦,3301000.0,5.72,5562185000.0
3653,健策,1378000.0,5.59,5436210000.0
2368,金像電,5841000.0,5.54,5385402000.0
6223,旺矽,1384000.0,5.34,5190000000.0
3665,貿聯-KY,2775848.0,5.15,5010405640.0
3037,欣興,7410000.0,3.86,3749460000.0
5274,信驊,258000.0,3.05,2967000000.0
8046,南電,5206000.0,2.89,2811240000.0
2327,國巨*,10803000.0,2.89,2808780000.0
6515,穎崴,268000.0,2.33,2264600000.0
2449,京元電子,7082000.0,2.1,2043157000.0
3711,日月光投控,5654000.0,2.05,1990208000.0
6510,精測,591000.0,1.94,1888245000.0
3661,世芯-KY,531000.0,1.72,1672650000.0
8210,勤誠,1622000.0,1.51,1466288000.0
6805,富世達,682000.0,1.34,1299210000.0
1303,南亞,17098000.0,1.34,1299448000.0
6139,亞翔,1724000.0,1.16,1127496000.0
3211,順達,3198000.0,1.14,1111305000.0
3189,景碩,2657000.0,0.96,933935500.0
2454,聯發科,487000.0,0.81,788940000.0
6488,環球晶,1701000.0,0.79,765450000.0
5347,世界,5719000.0,0.73,709156000.0
3443,創意,265000.0,0.67,655875000.0
2404,漢唐,574000.0,0.56,541282000.0
6274,台燿,845000.0,0.5,490100000.0
4979,華星光,1037000.0,0.45,441243500.0
8358,金居,1865000.0,0.44,423355000.0
1326,台化,8828000.0,0.39,378279800.0
6187,萬潤,388000.0,0.38,370540000.0
6191,精成科,3400000.0,0.33,319940000.0
3376,新日興,1426000.0,0.32,310155000.0
2408,南亞科,1306000.0,0.3,295809000.0
6669,緯穎,74000.0,0.29,278240000.0
3264,欣銓,1790000.0,0.28,276555000.0
8996,高力,335000.0,0.28,274700000.0
3533,嘉澤,115000.0,0.25,247250000.0
3324,雙鴻,159000.0,0.17,164565000.0
1319,東陽,1502000.0,0.13,127820200.0
2002,中鋼,4927000.0,0.1,95091100.0
3217,優群,356000.0,0.06,55536000.0
3008,大立光,8000.0,0.02,17760000.0
2357,華碩,6000.0,0.0,3390000.0
1815,富喬,3000.0,0.0,324000.0
2439,美律,6000.0,0.0,510600.0
3045,台灣大,6000.0,0.0,654000.0
5536,聖暉*,5000.0,0.0,4000000.0
2313,華通,5000.0,0.0,1150000.0
3583,辛耘,6000.0,0.0,2982000.0
