stock_id,stock_name,shares,weight,amount
2330,台積電,6013000.0,9.53,12356715000.0
2383,台光電,2932000.0,8.16,10569860000.0
2308,台達電,4560000.0,6.16,7980000000.0
2368,金像電,6771000.0,6.01,7786650000.0
3665,貿聯-KY,3210848.0,5.69,7368896160.0
3017,奇鋐,3142000.0,5.6,7258020000.0
2345,智邦,3818000.0,5.57,7216020000.0
3653,健策,1777000.0,5.48,7108000000.0
6223,旺矽,1469000.0,5.17,6698640000.0
3037,欣興,9287000.0,4.28,5544339000.0
8046,南電,8269000.0,4.12,5341774000.0
5274,信驊,331000.0,3.32,4304655000.0
2327,國巨*,12928000.0,3.11,4033536000.0
2449,京元電子,9125000.0,2.12,2746625000.0
3711,日月光投控,6415000.0,2.1,2719960000.0
6274,台燿,2954000.0,1.96,2540440000.0
6515,穎崴,290000.0,1.9,2456300000.0
6805,富世達,1188000.0,1.59,2055240000.0
6510,精測,606000.0,1.57,2036160000.0
1303,南亞,20441000.0,1.4,1819249000.0
8358,金居,4809000.0,1.17,1517239500.0
3211,順達,3849000.0,1.04,1347150000.0
2454,聯發科,679000.0,0.9,1167880000.0
3189,景碩,2764000.0,0.79,1025444000.0
6147,頎邦,7884000.0,0.69,890892000.0
3443,創意,271000.0,0.64,826550000.0
8210,勤誠,864000.0,0.64,830304000.0
3661,世芯-KY,241000.0,0.6,771200000.0
2404,漢唐,803000.0,0.57,734745000.0
6488,環球晶,1414000.0,0.55,708414000.0
6669,緯穎,175000.0,0.51,657125000.0
8996,高力,535000.0,0.46,596525000.0
3264,欣銓,2988000.0,0.43,558756000.0
1326,台化,9223000.0,0.39,503575800.0
5439,高技,1404000.0,0.39,506142000.0
4979,華星光,1037000.0,0.39,502945000.0
6187,萬潤,388000.0,0.31,401580000.0
6191,精成科,3485000.0,0.28,364182500.0
3583,辛耘,527000.0,0.28,359941000.0
3376,新日興,1464000.0,0.22,290604000.0
2481,強茂,1676000.0,0.13,165924000.0
3324,雙鴻,162000.0,0.12,156330000.0
2002,中鋼,5051000.0,0.08,103545500.0
3217,優群,495000.0,0.06,77467500.0
1319,東陽,492000.0,0.03,37933200.0
3008,大立光,11000.0,0.02,29370000.0
2357,華碩,10000.0,0.0,5800000.0
1815,富喬,6000.0,0.0,687000.0
2439,美律,10000.0,0.0,870000.0
3045,台灣大,10000.0,0.0,1100000.0
2313,華通,9000.0,0.0,2317500.0
5347,世界,9000.0,0.0,1120500.0
